#SampleID	Subject	Treatment	Timepoint
#q2:types	categorical	categorical	numeric
destabilizing_treatment_8_t14	destabilizing_treatment_8	destabilizing_treatment	14
destabilizing_treatment_8_t15	destabilizing_treatment_8	destabilizing_treatment	15
destabilizing_treatment_8_t16	destabilizing_treatment_8	destabilizing_treatment	16
destabilizing_treatment_8_t17	destabilizing_treatment_8	destabilizing_treatment	17
destabilizing_treatment_8_t18	destabilizing_treatment_8	destabilizing_treatment	18
destabilizing_treatment_8_t19	destabilizing_treatment_8	destabilizing_treatment	19
destabilizing_treatment_8_t20	destabilizing_treatment_8	destabilizing_treatment	20
destabilizing_treatment_8_t21	destabilizing_treatment_8	destabilizing_treatment	21
destabilizing_treatment_8_t22	destabilizing_treatment_8	destabilizing_treatment	22
destabilizing_treatment_8_t23	destabilizing_treatment_8	destabilizing_treatment	23
destabilizing_treatment_8_t24	destabilizing_treatment_8	destabilizing_treatment	24
destabilizing_treatment_8_t25	destabilizing_treatment_8	destabilizing_treatment	25
destabilizing_treatment_8_t26	destabilizing_treatment_8	destabilizing_treatment	26
destabilizing_treatment_8_t27	destabilizing_treatment_8	destabilizing_treatment	27
destabilizing_treatment_8_t28	destabilizing_treatment_8	destabilizing_treatment	28
destabilizing_treatment_8_t29	destabilizing_treatment_8	destabilizing_treatment	29
destabilizing_treatment_8_t30	destabilizing_treatment_8	destabilizing_treatment	30
destabilizing_treatment_8_t31	destabilizing_treatment_8	destabilizing_treatment	31
destabilizing_treatment_8_t32	destabilizing_treatment_8	destabilizing_treatment	32
destabilizing_treatment_8_t33	destabilizing_treatment_8	destabilizing_treatment	33
destabilizing_treatment_8_t34	destabilizing_treatment_8	destabilizing_treatment	34
destabilizing_treatment_8_t35	destabilizing_treatment_8	destabilizing_treatment	35
destabilizing_treatment_8_t36	destabilizing_treatment_8	destabilizing_treatment	36
destabilizing_treatment_8_t37	destabilizing_treatment_8	destabilizing_treatment	37
destabilizing_treatment_8_t38	destabilizing_treatment_8	destabilizing_treatment	38
destabilizing_treatment_8_t39	destabilizing_treatment_8	destabilizing_treatment	39
destabilizing_treatment_8_t40	destabilizing_treatment_8	destabilizing_treatment	40
destabilizing_treatment_8_t41	destabilizing_treatment_8	destabilizing_treatment	41
destabilizing_treatment_8_t42	destabilizing_treatment_8	destabilizing_treatment	42
destabilizing_treatment_8_t43	destabilizing_treatment_8	destabilizing_treatment	43
destabilizing_treatment_8_t44	destabilizing_treatment_8	destabilizing_treatment	44
destabilizing_treatment_8_t45	destabilizing_treatment_8	destabilizing_treatment	45
destabilizing_treatment_8_t46	destabilizing_treatment_8	destabilizing_treatment	46
destabilizing_treatment_8_t47	destabilizing_treatment_8	destabilizing_treatment	47
destabilizing_treatment_8_t48	destabilizing_treatment_8	destabilizing_treatment	48
destabilizing_treatment_8_t49	destabilizing_treatment_8	destabilizing_treatment	49
destabilizing_treatment_8_t50	destabilizing_treatment_8	destabilizing_treatment	50
destabilizing_treatment_8_t51	destabilizing_treatment_8	destabilizing_treatment	51
destabilizing_treatment_8_t52	destabilizing_treatment_8	destabilizing_treatment	52
destabilizing_treatment_8_t53	destabilizing_treatment_8	destabilizing_treatment	53
destabilizing_treatment_8_t54	destabilizing_treatment_8	destabilizing_treatment	54
destabilizing_treatment_8_t55	destabilizing_treatment_8	destabilizing_treatment	55
destabilizing_treatment_8_t56	destabilizing_treatment_8	destabilizing_treatment	56
destabilizing_treatment_8_t57	destabilizing_treatment_8	destabilizing_treatment	57
destabilizing_treatment_8_t58	destabilizing_treatment_8	destabilizing_treatment	58
destabilizing_treatment_8_t59	destabilizing_treatment_8	destabilizing_treatment	59
destabilizing_treatment_8_t60	destabilizing_treatment_8	destabilizing_treatment	60
destabilizing_treatment_8_t61	destabilizing_treatment_8	destabilizing_treatment	61
destabilizing_treatment_8_t62	destabilizing_treatment_8	destabilizing_treatment	62
destabilizing_treatment_8_t63	destabilizing_treatment_8	destabilizing_treatment	63
destabilizing_treatment_8_t64	destabilizing_treatment_8	destabilizing_treatment	64
destabilizing_treatment_8_t65	destabilizing_treatment_8	destabilizing_treatment	65
destabilizing_treatment_8_t66	destabilizing_treatment_8	destabilizing_treatment	66
destabilizing_treatment_8_t67	destabilizing_treatment_8	destabilizing_treatment	67
destabilizing_treatment_8_t68	destabilizing_treatment_8	destabilizing_treatment	68
destabilizing_treatment_8_t69	destabilizing_treatment_8	destabilizing_treatment	69
destabilizing_treatment_8_t70	destabilizing_treatment_8	destabilizing_treatment	70
destabilizing_treatment_8_t71	destabilizing_treatment_8	destabilizing_treatment	71
destabilizing_treatment_8_t72	destabilizing_treatment_8	destabilizing_treatment	72
destabilizing_treatment_8_t73	destabilizing_treatment_8	destabilizing_treatment	73
destabilizing_treatment_8_t74	destabilizing_treatment_8	destabilizing_treatment	74
destabilizing_treatment_8_t75	destabilizing_treatment_8	destabilizing_treatment	75
destabilizing_treatment_8_t76	destabilizing_treatment_8	destabilizing_treatment	76
destabilizing_treatment_8_t77	destabilizing_treatment_8	destabilizing_treatment	77
destabilizing_treatment_8_t78	destabilizing_treatment_8	destabilizing_treatment	78
destabilizing_treatment_8_t79	destabilizing_treatment_8	destabilizing_treatment	79
destabilizing_treatment_8_t80	destabilizing_treatment_8	destabilizing_treatment	80
destabilizing_treatment_8_t81	destabilizing_treatment_8	destabilizing_treatment	81
destabilizing_treatment_8_t82	destabilizing_treatment_8	destabilizing_treatment	82
destabilizing_treatment_8_t83	destabilizing_treatment_8	destabilizing_treatment	83
destabilizing_treatment_8_t84	destabilizing_treatment_8	destabilizing_treatment	84
destabilizing_treatment_8_t85	destabilizing_treatment_8	destabilizing_treatment	85
destabilizing_treatment_8_t86	destabilizing_treatment_8	destabilizing_treatment	86
destabilizing_treatment_8_t87	destabilizing_treatment_8	destabilizing_treatment	87
destabilizing_treatment_8_t88	destabilizing_treatment_8	destabilizing_treatment	88
destabilizing_treatment_8_t89	destabilizing_treatment_8	destabilizing_treatment	89
destabilizing_treatment_8_t90	destabilizing_treatment_8	destabilizing_treatment	90
destabilizing_treatment_8_t91	destabilizing_treatment_8	destabilizing_treatment	91
destabilizing_treatment_8_t92	destabilizing_treatment_8	destabilizing_treatment	92
destabilizing_treatment_8_t93	destabilizing_treatment_8	destabilizing_treatment	93
destabilizing_treatment_8_t94	destabilizing_treatment_8	destabilizing_treatment	94
destabilizing_treatment_8_t95	destabilizing_treatment_8	destabilizing_treatment	95
destabilizing_treatment_8_t96	destabilizing_treatment_8	destabilizing_treatment	96
destabilizing_treatment_8_t97	destabilizing_treatment_8	destabilizing_treatment	97
destabilizing_treatment_8_t98	destabilizing_treatment_8	destabilizing_treatment	98
destabilizing_treatment_8_t99	destabilizing_treatment_8	destabilizing_treatment	99
destabilizing_treatment_9_t0	destabilizing_treatment_9	destabilizing_treatment	0
destabilizing_treatment_9_t1	destabilizing_treatment_9	destabilizing_treatment	1
destabilizing_treatment_9_t2	destabilizing_treatment_9	destabilizing_treatment	2
destabilizing_treatment_9_t3	destabilizing_treatment_9	destabilizing_treatment	3
destabilizing_treatment_9_t4	destabilizing_treatment_9	destabilizing_treatment	4
destabilizing_treatment_9_t5	destabilizing_treatment_9	destabilizing_treatment	5
destabilizing_treatment_9_t6	destabilizing_treatment_9	destabilizing_treatment	6
destabilizing_treatment_9_t7	destabilizing_treatment_9	destabilizing_treatment	7
destabilizing_treatment_9_t8	destabilizing_treatment_9	destabilizing_treatment	8
destabilizing_treatment_9_t9	destabilizing_treatment_9	destabilizing_treatment	9
destabilizing_treatment_9_t10	destabilizing_treatment_9	destabilizing_treatment	10
destabilizing_treatment_9_t11	destabilizing_treatment_9	destabilizing_treatment	11
destabilizing_treatment_9_t12	destabilizing_treatment_9	destabilizing_treatment	12
destabilizing_treatment_9_t13	destabilizing_treatment_9	destabilizing_treatment	13
destabilizing_treatment_9_t14	destabilizing_treatment_9	destabilizing_treatment	14
destabilizing_treatment_9_t15	destabilizing_treatment_9	destabilizing_treatment	15
destabilizing_treatment_9_t16	destabilizing_treatment_9	destabilizing_treatment	16
destabilizing_treatment_9_t17	destabilizing_treatment_9	destabilizing_treatment	17
destabilizing_treatment_9_t18	destabilizing_treatment_9	destabilizing_treatment	18
destabilizing_treatment_9_t19	destabilizing_treatment_9	destabilizing_treatment	19
destabilizing_treatment_9_t20	destabilizing_treatment_9	destabilizing_treatment	20
destabilizing_treatment_9_t21	destabilizing_treatment_9	destabilizing_treatment	21
destabilizing_treatment_9_t22	destabilizing_treatment_9	destabilizing_treatment	22
destabilizing_treatment_9_t23	destabilizing_treatment_9	destabilizing_treatment	23
destabilizing_treatment_9_t24	destabilizing_treatment_9	destabilizing_treatment	24
destabilizing_treatment_9_t25	destabilizing_treatment_9	destabilizing_treatment	25
destabilizing_treatment_9_t26	destabilizing_treatment_9	destabilizing_treatment	26
destabilizing_treatment_9_t27	destabilizing_treatment_9	destabilizing_treatment	27
destabilizing_treatment_9_t28	destabilizing_treatment_9	destabilizing_treatment	28
destabilizing_treatment_9_t29	destabilizing_treatment_9	destabilizing_treatment	29
destabilizing_treatment_9_t30	destabilizing_treatment_9	destabilizing_treatment	30
destabilizing_treatment_9_t31	destabilizing_treatment_9	destabilizing_treatment	31
destabilizing_treatment_9_t32	destabilizing_treatment_9	destabilizing_treatment	32
destabilizing_treatment_9_t33	destabilizing_treatment_9	destabilizing_treatment	33
destabilizing_treatment_9_t34	destabilizing_treatment_9	destabilizing_treatment	34
destabilizing_treatment_9_t35	destabilizing_treatment_9	destabilizing_treatment	35
destabilizing_treatment_9_t36	destabilizing_treatment_9	destabilizing_treatment	36
destabilizing_treatment_9_t37	destabilizing_treatment_9	destabilizing_treatment	37
destabilizing_treatment_9_t38	destabilizing_treatment_9	destabilizing_treatment	38
destabilizing_treatment_9_t39	destabilizing_treatment_9	destabilizing_treatment	39
destabilizing_treatment_9_t40	destabilizing_treatment_9	destabilizing_treatment	40
destabilizing_treatment_9_t41	destabilizing_treatment_9	destabilizing_treatment	41
destabilizing_treatment_9_t42	destabilizing_treatment_9	destabilizing_treatment	42
destabilizing_treatment_9_t43	destabilizing_treatment_9	destabilizing_treatment	43
destabilizing_treatment_9_t44	destabilizing_treatment_9	destabilizing_treatment	44
destabilizing_treatment_9_t45	destabilizing_treatment_9	destabilizing_treatment	45
destabilizing_treatment_9_t46	destabilizing_treatment_9	destabilizing_treatment	46
destabilizing_treatment_9_t47	destabilizing_treatment_9	destabilizing_treatment	47
destabilizing_treatment_9_t48	destabilizing_treatment_9	destabilizing_treatment	48
destabilizing_treatment_9_t49	destabilizing_treatment_9	destabilizing_treatment	49
destabilizing_treatment_9_t50	destabilizing_treatment_9	destabilizing_treatment	50
destabilizing_treatment_9_t51	destabilizing_treatment_9	destabilizing_treatment	51
destabilizing_treatment_9_t52	destabilizing_treatment_9	destabilizing_treatment	52
destabilizing_treatment_9_t53	destabilizing_treatment_9	destabilizing_treatment	53
destabilizing_treatment_9_t54	destabilizing_treatment_9	destabilizing_treatment	54
destabilizing_treatment_9_t55	destabilizing_treatment_9	destabilizing_treatment	55
destabilizing_treatment_9_t56	destabilizing_treatment_9	destabilizing_treatment	56
destabilizing_treatment_9_t57	destabilizing_treatment_9	destabilizing_treatment	57
destabilizing_treatment_9_t58	destabilizing_treatment_9	destabilizing_treatment	58
destabilizing_treatment_9_t59	destabilizing_treatment_9	destabilizing_treatment	59
destabilizing_treatment_9_t60	destabilizing_treatment_9	destabilizing_treatment	60
destabilizing_treatment_9_t61	destabilizing_treatment_9	destabilizing_treatment	61
destabilizing_treatment_9_t62	destabilizing_treatment_9	destabilizing_treatment	62
destabilizing_treatment_9_t63	destabilizing_treatment_9	destabilizing_treatment	63
destabilizing_treatment_9_t64	destabilizing_treatment_9	destabilizing_treatment	64
destabilizing_treatment_9_t65	destabilizing_treatment_9	destabilizing_treatment	65
destabilizing_treatment_9_t66	destabilizing_treatment_9	destabilizing_treatment	66
destabilizing_treatment_9_t67	destabilizing_treatment_9	destabilizing_treatment	67
destabilizing_treatment_9_t68	destabilizing_treatment_9	destabilizing_treatment	68
destabilizing_treatment_9_t69	destabilizing_treatment_9	destabilizing_treatment	69
destabilizing_treatment_9_t70	destabilizing_treatment_9	destabilizing_treatment	70
destabilizing_treatment_9_t71	destabilizing_treatment_9	destabilizing_treatment	71
destabilizing_treatment_9_t72	destabilizing_treatment_9	destabilizing_treatment	72
destabilizing_treatment_9_t73	destabilizing_treatment_9	destabilizing_treatment	73
destabilizing_treatment_9_t74	destabilizing_treatment_9	destabilizing_treatment	74
destabilizing_treatment_9_t75	destabilizing_treatment_9	destabilizing_treatment	75
destabilizing_treatment_9_t76	destabilizing_treatment_9	destabilizing_treatment	76
destabilizing_treatment_9_t77	destabilizing_treatment_9	destabilizing_treatment	77
destabilizing_treatment_9_t78	destabilizing_treatment_9	destabilizing_treatment	78
destabilizing_treatment_9_t79	destabilizing_treatment_9	destabilizing_treatment	79
destabilizing_treatment_9_t80	destabilizing_treatment_9	destabilizing_treatment	80
destabilizing_treatment_9_t81	destabilizing_treatment_9	destabilizing_treatment	81
destabilizing_treatment_9_t82	destabilizing_treatment_9	destabilizing_treatment	82
destabilizing_treatment_9_t83	destabilizing_treatment_9	destabilizing_treatment	83
destabilizing_treatment_9_t84	destabilizing_treatment_9	destabilizing_treatment	84
destabilizing_treatment_9_t85	destabilizing_treatment_9	destabilizing_treatment	85
destabilizing_treatment_9_t86	destabilizing_treatment_9	destabilizing_treatment	86
destabilizing_treatment_9_t87	destabilizing_treatment_9	destabilizing_treatment	87
destabilizing_treatment_9_t88	destabilizing_treatment_9	destabilizing_treatment	88
destabilizing_treatment_9_t89	destabilizing_treatment_9	destabilizing_treatment	89
destabilizing_treatment_9_t90	destabilizing_treatment_9	destabilizing_treatment	90
destabilizing_treatment_9_t91	destabilizing_treatment_9	destabilizing_treatment	91
destabilizing_treatment_9_t92	destabilizing_treatment_9	destabilizing_treatment	92
destabilizing_treatment_9_t93	destabilizing_treatment_9	destabilizing_treatment	93
destabilizing_treatment_9_t94	destabilizing_treatment_9	destabilizing_treatment	94
destabilizing_treatment_9_t95	destabilizing_treatment_9	destabilizing_treatment	95
destabilizing_treatment_9_t96	destabilizing_treatment_9	destabilizing_treatment	96
destabilizing_treatment_9_t97	destabilizing_treatment_9	destabilizing_treatment	97
destabilizing_treatment_9_t98	destabilizing_treatment_9	destabilizing_treatment	98
destabilizing_treatment_9_t99	destabilizing_treatment_9	destabilizing_treatment	99
destabilizing_treatment_10_t0	destabilizing_treatment_10	destabilizing_treatment	0
destabilizing_treatment_10_t1	destabilizing_treatment_10	destabilizing_treatment	1
destabilizing_treatment_10_t2	destabilizing_treatment_10	destabilizing_treatment	2
destabilizing_treatment_10_t3	destabilizing_treatment_10	destabilizing_treatment	3
destabilizing_treatment_10_t4	destabilizing_treatment_10	destabilizing_treatment	4
destabilizing_treatment_10_t5	destabilizing_treatment_10	destabilizing_treatment	5
destabilizing_treatment_10_t6	destabilizing_treatment_10	destabilizing_treatment	6
destabilizing_treatment_10_t7	destabilizing_treatment_10	destabilizing_treatment	7
destabilizing_treatment_10_t8	destabilizing_treatment_10	destabilizing_treatment	8
destabilizing_treatment_10_t9	destabilizing_treatment_10	destabilizing_treatment	9
destabilizing_treatment_10_t10	destabilizing_treatment_10	destabilizing_treatment	10
destabilizing_treatment_10_t11	destabilizing_treatment_10	destabilizing_treatment	11
destabilizing_treatment_10_t12	destabilizing_treatment_10	destabilizing_treatment	12
destabilizing_treatment_10_t13	destabilizing_treatment_10	destabilizing_treatment	13
destabilizing_treatment_10_t14	destabilizing_treatment_10	destabilizing_treatment	14
destabilizing_treatment_10_t15	destabilizing_treatment_10	destabilizing_treatment	15
destabilizing_treatment_10_t16	destabilizing_treatment_10	destabilizing_treatment	16
destabilizing_treatment_10_t17	destabilizing_treatment_10	destabilizing_treatment	17
destabilizing_treatment_10_t18	destabilizing_treatment_10	destabilizing_treatment	18
destabilizing_treatment_10_t19	destabilizing_treatment_10	destabilizing_treatment	19
destabilizing_treatment_10_t20	destabilizing_treatment_10	destabilizing_treatment	20
destabilizing_treatment_10_t21	destabilizing_treatment_10	destabilizing_treatment	21
destabilizing_treatment_10_t22	destabilizing_treatment_10	destabilizing_treatment	22
destabilizing_treatment_10_t23	destabilizing_treatment_10	destabilizing_treatment	23
destabilizing_treatment_10_t24	destabilizing_treatment_10	destabilizing_treatment	24
destabilizing_treatment_10_t25	destabilizing_treatment_10	destabilizing_treatment	25
destabilizing_treatment_10_t26	destabilizing_treatment_10	destabilizing_treatment	26
destabilizing_treatment_10_t27	destabilizing_treatment_10	destabilizing_treatment	27
destabilizing_treatment_10_t28	destabilizing_treatment_10	destabilizing_treatment	28
destabilizing_treatment_10_t29	destabilizing_treatment_10	destabilizing_treatment	29
destabilizing_treatment_10_t30	destabilizing_treatment_10	destabilizing_treatment	30
destabilizing_treatment_10_t31	destabilizing_treatment_10	destabilizing_treatment	31
destabilizing_treatment_10_t32	destabilizing_treatment_10	destabilizing_treatment	32
destabilizing_treatment_10_t33	destabilizing_treatment_10	destabilizing_treatment	33
destabilizing_treatment_10_t34	destabilizing_treatment_10	destabilizing_treatment	34
destabilizing_treatment_10_t35	destabilizing_treatment_10	destabilizing_treatment	35
destabilizing_treatment_10_t36	destabilizing_treatment_10	destabilizing_treatment	36
destabilizing_treatment_10_t37	destabilizing_treatment_10	destabilizing_treatment	37
destabilizing_treatment_10_t38	destabilizing_treatment_10	destabilizing_treatment	38
destabilizing_treatment_10_t39	destabilizing_treatment_10	destabilizing_treatment	39
destabilizing_treatment_10_t40	destabilizing_treatment_10	destabilizing_treatment	40
destabilizing_treatment_10_t41	destabilizing_treatment_10	destabilizing_treatment	41
destabilizing_treatment_10_t42	destabilizing_treatment_10	destabilizing_treatment	42
destabilizing_treatment_10_t43	destabilizing_treatment_10	destabilizing_treatment	43
destabilizing_treatment_10_t44	destabilizing_treatment_10	destabilizing_treatment	44
destabilizing_treatment_10_t45	destabilizing_treatment_10	destabilizing_treatment	45
destabilizing_treatment_10_t46	destabilizing_treatment_10	destabilizing_treatment	46
destabilizing_treatment_10_t47	destabilizing_treatment_10	destabilizing_treatment	47
destabilizing_treatment_10_t48	destabilizing_treatment_10	destabilizing_treatment	48
destabilizing_treatment_10_t49	destabilizing_treatment_10	destabilizing_treatment	49
destabilizing_treatment_10_t50	destabilizing_treatment_10	destabilizing_treatment	50
destabilizing_treatment_10_t51	destabilizing_treatment_10	destabilizing_treatment	51
destabilizing_treatment_10_t52	destabilizing_treatment_10	destabilizing_treatment	52
destabilizing_treatment_10_t53	destabilizing_treatment_10	destabilizing_treatment	53
destabilizing_treatment_10_t54	destabilizing_treatment_10	destabilizing_treatment	54
destabilizing_treatment_10_t55	destabilizing_treatment_10	destabilizing_treatment	55
destabilizing_treatment_10_t56	destabilizing_treatment_10	destabilizing_treatment	56
destabilizing_treatment_10_t57	destabilizing_treatment_10	destabilizing_treatment	57
destabilizing_treatment_10_t58	destabilizing_treatment_10	destabilizing_treatment	58
destabilizing_treatment_10_t59	destabilizing_treatment_10	destabilizing_treatment	59
destabilizing_treatment_10_t60	destabilizing_treatment_10	destabilizing_treatment	60
destabilizing_treatment_10_t61	destabilizing_treatment_10	destabilizing_treatment	61
destabilizing_treatment_10_t62	destabilizing_treatment_10	destabilizing_treatment	62
destabilizing_treatment_10_t63	destabilizing_treatment_10	destabilizing_treatment	63
destabilizing_treatment_10_t64	destabilizing_treatment_10	destabilizing_treatment	64
destabilizing_treatment_10_t65	destabilizing_treatment_10	destabilizing_treatment	65
destabilizing_treatment_10_t66	destabilizing_treatment_10	destabilizing_treatment	66
destabilizing_treatment_10_t67	destabilizing_treatment_10	destabilizing_treatment	67
destabilizing_treatment_10_t68	destabilizing_treatment_10	destabilizing_treatment	68
destabilizing_treatment_10_t69	destabilizing_treatment_10	destabilizing_treatment	69
destabilizing_treatment_10_t70	destabilizing_treatment_10	destabilizing_treatment	70
destabilizing_treatment_10_t71	destabilizing_treatment_10	destabilizing_treatment	71
destabilizing_treatment_10_t72	destabilizing_treatment_10	destabilizing_treatment	72
destabilizing_treatment_10_t73	destabilizing_treatment_10	destabilizing_treatment	73
destabilizing_treatment_10_t74	destabilizing_treatment_10	destabilizing_treatment	74
destabilizing_treatment_10_t75	destabilizing_treatment_10	destabilizing_treatment	75
destabilizing_treatment_10_t76	destabilizing_treatment_10	destabilizing_treatment	76
destabilizing_treatment_10_t77	destabilizing_treatment_10	destabilizing_treatment	77
destabilizing_treatment_10_t78	destabilizing_treatment_10	destabilizing_treatment	78
destabilizing_treatment_10_t79	destabilizing_treatment_10	destabilizing_treatment	79
destabilizing_treatment_10_t80	destabilizing_treatment_10	destabilizing_treatment	80
destabilizing_treatment_10_t81	destabilizing_treatment_10	destabilizing_treatment	81
destabilizing_treatment_10_t82	destabilizing_treatment_10	destabilizing_treatment	82
destabilizing_treatment_10_t83	destabilizing_treatment_10	destabilizing_treatment	83
destabilizing_treatment_10_t84	destabilizing_treatment_10	destabilizing_treatment	84
destabilizing_treatment_10_t85	destabilizing_treatment_10	destabilizing_treatment	85
destabilizing_treatment_10_t86	destabilizing_treatment_10	destabilizing_treatment	86
destabilizing_treatment_10_t87	destabilizing_treatment_10	destabilizing_treatment	87
destabilizing_treatment_10_t88	destabilizing_treatment_10	destabilizing_treatment	88
destabilizing_treatment_10_t89	destabilizing_treatment_10	destabilizing_treatment	89
destabilizing_treatment_10_t90	destabilizing_treatment_10	destabilizing_treatment	90
destabilizing_treatment_10_t91	destabilizing_treatment_10	destabilizing_treatment	91
destabilizing_treatment_10_t92	destabilizing_treatment_10	destabilizing_treatment	92
destabilizing_treatment_10_t93	destabilizing_treatment_10	destabilizing_treatment	93
destabilizing_treatment_10_t94	destabilizing_treatment_10	destabilizing_treatment	94
destabilizing_treatment_10_t95	destabilizing_treatment_10	destabilizing_treatment	95
destabilizing_treatment_10_t96	destabilizing_treatment_10	destabilizing_treatment	96
destabilizing_treatment_10_t97	destabilizing_treatment_10	destabilizing_treatment	97
destabilizing_treatment_10_t98	destabilizing_treatment_10	destabilizing_treatment	98
destabilizing_treatment_10_t99	destabilizing_treatment_10	destabilizing_treatment	99
destabilizing_treatment_11_t0	destabilizing_treatment_11	destabilizing_treatment	0
destabilizing_treatment_11_t1	destabilizing_treatment_11	destabilizing_treatment	1
destabilizing_treatment_11_t2	destabilizing_treatment_11	destabilizing_treatment	2
destabilizing_treatment_11_t3	destabilizing_treatment_11	destabilizing_treatment	3
destabilizing_treatment_11_t4	destabilizing_treatment_11	destabilizing_treatment	4
destabilizing_treatment_11_t5	destabilizing_treatment_11	destabilizing_treatment	5
destabilizing_treatment_11_t6	destabilizing_treatment_11	destabilizing_treatment	6
destabilizing_treatment_11_t7	destabilizing_treatment_11	destabilizing_treatment	7
destabilizing_treatment_11_t8	destabilizing_treatment_11	destabilizing_treatment	8
destabilizing_treatment_11_t9	destabilizing_treatment_11	destabilizing_treatment	9
destabilizing_treatment_11_t10	destabilizing_treatment_11	destabilizing_treatment	10
destabilizing_treatment_11_t11	destabilizing_treatment_11	destabilizing_treatment	11
destabilizing_treatment_11_t12	destabilizing_treatment_11	destabilizing_treatment	12
destabilizing_treatment_11_t13	destabilizing_treatment_11	destabilizing_treatment	13
destabilizing_treatment_11_t14	destabilizing_treatment_11	destabilizing_treatment	14
destabilizing_treatment_11_t15	destabilizing_treatment_11	destabilizing_treatment	15
destabilizing_treatment_11_t16	destabilizing_treatment_11	destabilizing_treatment	16
destabilizing_treatment_11_t17	destabilizing_treatment_11	destabilizing_treatment	17
destabilizing_treatment_11_t18	destabilizing_treatment_11	destabilizing_treatment	18
destabilizing_treatment_11_t19	destabilizing_treatment_11	destabilizing_treatment	19
destabilizing_treatment_11_t20	destabilizing_treatment_11	destabilizing_treatment	20
destabilizing_treatment_11_t21	destabilizing_treatment_11	destabilizing_treatment	21
destabilizing_treatment_11_t22	destabilizing_treatment_11	destabilizing_treatment	22
destabilizing_treatment_11_t23	destabilizing_treatment_11	destabilizing_treatment	23
destabilizing_treatment_11_t24	destabilizing_treatment_11	destabilizing_treatment	24
destabilizing_treatment_11_t25	destabilizing_treatment_11	destabilizing_treatment	25
destabilizing_treatment_11_t26	destabilizing_treatment_11	destabilizing_treatment	26
destabilizing_treatment_11_t27	destabilizing_treatment_11	destabilizing_treatment	27
destabilizing_treatment_11_t28	destabilizing_treatment_11	destabilizing_treatment	28
destabilizing_treatment_11_t29	destabilizing_treatment_11	destabilizing_treatment	29
destabilizing_treatment_11_t30	destabilizing_treatment_11	destabilizing_treatment	30
destabilizing_treatment_11_t31	destabilizing_treatment_11	destabilizing_treatment	31
destabilizing_treatment_11_t32	destabilizing_treatment_11	destabilizing_treatment	32
destabilizing_treatment_11_t33	destabilizing_treatment_11	destabilizing_treatment	33
destabilizing_treatment_11_t34	destabilizing_treatment_11	destabilizing_treatment	34
destabilizing_treatment_11_t35	destabilizing_treatment_11	destabilizing_treatment	35
destabilizing_treatment_11_t36	destabilizing_treatment_11	destabilizing_treatment	36
destabilizing_treatment_11_t37	destabilizing_treatment_11	destabilizing_treatment	37
destabilizing_treatment_11_t38	destabilizing_treatment_11	destabilizing_treatment	38
destabilizing_treatment_11_t39	destabilizing_treatment_11	destabilizing_treatment	39
destabilizing_treatment_11_t40	destabilizing_treatment_11	destabilizing_treatment	40
destabilizing_treatment_11_t41	destabilizing_treatment_11	destabilizing_treatment	41
destabilizing_treatment_11_t42	destabilizing_treatment_11	destabilizing_treatment	42
destabilizing_treatment_11_t43	destabilizing_treatment_11	destabilizing_treatment	43
destabilizing_treatment_11_t44	destabilizing_treatment_11	destabilizing_treatment	44
destabilizing_treatment_11_t45	destabilizing_treatment_11	destabilizing_treatment	45
destabilizing_treatment_11_t46	destabilizing_treatment_11	destabilizing_treatment	46
destabilizing_treatment_11_t47	destabilizing_treatment_11	destabilizing_treatment	47
destabilizing_treatment_11_t48	destabilizing_treatment_11	destabilizing_treatment	48
destabilizing_treatment_11_t49	destabilizing_treatment_11	destabilizing_treatment	49
destabilizing_treatment_11_t50	destabilizing_treatment_11	destabilizing_treatment	50
destabilizing_treatment_11_t51	destabilizing_treatment_11	destabilizing_treatment	51
destabilizing_treatment_11_t52	destabilizing_treatment_11	destabilizing_treatment	52
destabilizing_treatment_11_t53	destabilizing_treatment_11	destabilizing_treatment	53
destabilizing_treatment_11_t54	destabilizing_treatment_11	destabilizing_treatment	54
destabilizing_treatment_11_t55	destabilizing_treatment_11	destabilizing_treatment	55
destabilizing_treatment_11_t56	destabilizing_treatment_11	destabilizing_treatment	56
destabilizing_treatment_11_t57	destabilizing_treatment_11	destabilizing_treatment	57
destabilizing_treatment_11_t58	destabilizing_treatment_11	destabilizing_treatment	58
destabilizing_treatment_11_t59	destabilizing_treatment_11	destabilizing_treatment	59
destabilizing_treatment_11_t60	destabilizing_treatment_11	destabilizing_treatment	60
destabilizing_treatment_11_t61	destabilizing_treatment_11	destabilizing_treatment	61
destabilizing_treatment_11_t62	destabilizing_treatment_11	destabilizing_treatment	62
destabilizing_treatment_11_t63	destabilizing_treatment_11	destabilizing_treatment	63
destabilizing_treatment_11_t64	destabilizing_treatment_11	destabilizing_treatment	64
destabilizing_treatment_11_t65	destabilizing_treatment_11	destabilizing_treatment	65
destabilizing_treatment_11_t66	destabilizing_treatment_11	destabilizing_treatment	66
destabilizing_treatment_11_t67	destabilizing_treatment_11	destabilizing_treatment	67
destabilizing_treatment_11_t68	destabilizing_treatment_11	destabilizing_treatment	68
destabilizing_treatment_11_t69	destabilizing_treatment_11	destabilizing_treatment	69
destabilizing_treatment_11_t70	destabilizing_treatment_11	destabilizing_treatment	70
